,RoomCount,Floor,Size(m2),District,Price(TL),Age_labeled
628,4,1.0,125.0,Altındağ,2475000,2
629,4,2.0,145.0,Altındağ,4035000,0
630,4,3.0,140.0,Altındağ,2850000,1
631,5,-1.0,180.0,Altındağ,5025000,6
633,4,3.0,125.0,Altındağ,2850000,2
634,4,2.0,135.0,Altındağ,2655000,2
635,4,-1.0,120.0,Altındağ,1950000,2
636,4,1.0,125.0,Altındağ,2700000,5
637,3,4.0,70.0,Altındağ,1425000,5
638,4,2.0,130.0,Altındağ,5625000,7
639,4,1.0,130.0,Altındağ,2323500,7
640,4,5.0,120.0,Altındağ,3255000,2
641,5,11.0,145.0,Altındağ,2265000,8
642,4,1.0,135.0,Altındağ,2805000,7
643,4,2.0,140.0,Altındağ,3600000,7
644,4,2.0,130.0,Altındağ,3150000,4
645,3,-1.0,120.0,Altındağ,2398500,1
646,3,1.0,110.0,Altındağ,2025000,2
647,4,4.0,110.0,Altındağ,3450000,3
648,4,4.0,110.0,Altındağ,2325000,5
649,4,4.0,150.0,Altındağ,3478500,0
650,4,2.0,120.0,Altındağ,2587500,2
652,4,3.0,115.0,Altındağ,2925000,0
653,4,5.0,105.0,Altındağ,3150000,0
654,4,4.0,115.0,Altındağ,3150000,0
655,4,9.0,175.0,Altındağ,4199999,6
656,4,2.0,115.0,Altındağ,3225000,0
657,4,0.0,115.0,Altındağ,2475000,0
658,4,0.0,125.0,Altındağ,2512500,4
659,4,0.0,169.0,Altındağ,3225000,7
660,4,2.0,130.0,Altındağ,3825000,1
661,4,1.0,93.0,Altındağ,1245000,5
662,3,2.0,100.0,Altındağ,1260000,3
664,4,1.0,115.0,Altındağ,2392500,2
665,4,1.0,145.0,Altındağ,3075000,4
666,4,0.0,120.0,Altındağ,2623500,1
667,4,0.0,120.0,Altındağ,2175000,7
669,3,2.0,87.0,Altındağ,1102500,5
670,4,9.0,165.0,Altındağ,4762500,7
671,4,12.0,100.0,Altındağ,2025000,8
672,4,2.0,145.0,Altındağ,3225000,7
674,4,4.0,130.0,Altındağ,3375000,0
675,8,3.0,270.0,Altındağ,6000000,5
676,5,11.0,165.0,Altındağ,3748500,0
677,4,3.0,135.0,Altındağ,2550000,2
678,4,3.0,135.0,Altındağ,2752500,2
679,4,6.0,140.0,Altındağ,2995500,7
680,4,1.0,140.0,Altındağ,2625000,7
681,4,1.0,130.0,Altındağ,3150000,0
682,4,2.0,130.0,Altındağ,2475000,2
683,4,1.0,130.0,Altındağ,1950000,8
684,3,0.0,70.0,Altındağ,1425000,5
685,3,0.0,100.0,Altındağ,2175000,2
686,6,3.0,200.0,Altındağ,3749850,8
687,5,4.0,170.0,Altındağ,3900000,0
688,4,9.0,175.0,Altındağ,3825000,0
689,4,3.0,145.0,Altındağ,3150000,4
690,4,3.0,130.0,Altındağ,2565000,8
691,5,-1.0,141.0,Altındağ,2475000,8
692,5,-2.0,171.0,Altındağ,3660000,8
693,4,4.0,116.0,Altındağ,2248500,8
694,4,12.0,135.0,Altındağ,3000000,2
695,4,2.0,140.0,Altındağ,3148500,7
696,4,3.0,190.0,Altındağ,3870000,8
697,4,-1.0,120.0,Altındağ,1725000,8
698,4,1.0,130.0,Altındağ,3037500,8
699,4,2.0,130.0,Altındağ,3600000,7
700,4,5.0,175.0,Altındağ,5475000,2
701,4,3.0,135.0,Altındağ,2550000,8
702,4,2.0,145.0,Altındağ,3150000,7
703,4,3.0,140.0,Altındağ,3450000,6
704,4,1.0,125.0,Altındağ,2692500,2
705,4,1.0,130.0,Altındağ,2280000,2
706,4,3.0,125.0,Altındağ,2325000,8
707,4,2.0,125.0,Altındağ,3150000,6
708,4,1.0,125.0,Altındağ,2398500,8
709,4,9.0,130.0,Altındağ,3270000,8
710,4,1.0,105.0,Altındağ,3075000,5
712,5,9.0,130.0,Altındağ,2235000,2
713,4,4.0,160.0,Altındağ,4500000,6
714,4,8.0,135.0,Altındağ,2677500,8
715,5,1.0,135.0,Altındağ,3427500,0
716,4,1.0,93.0,Altındağ,1258500,5
717,4,3.0,130.0,Altındağ,2325000,2
718,4,0.0,145.0,Altındağ,2293500,8
719,4,4.0,125.0,Altındağ,3375000,5
721,4,2.0,110.0,Altındağ,3937500,5
722,3,0.0,115.0,Altındağ,2700000,7
723,3,0.0,110.0,Altındağ,1950000,1
724,4,8.0,140.0,Altındağ,4125000,0
725,4,9.0,200.0,Altındağ,4050000,6
726,4,4.0,130.0,Altındağ,3975000,8
727,4,3.0,145.0,Altındağ,3450000,6
728,4,5.0,140.0,Altındağ,3448500,0
729,8,3.0,300.0,Altındağ,9000000,8
730,4,3.0,130.0,Altındağ,2715000,3
731,3,1.0,80.0,Altındağ,1102500,5
734,4,3.0,135.0,Altındağ,2700000,8
735,4,2.0,130.0,Altındağ,3375000,1
736,5,1.0,155.0,Altındağ,4500000,8
737,3,0.0,110.0,Altındağ,2175000,7
738,4,4.0,125.0,Altındağ,3450000,6
739,4,3.0,125.0,Altındağ,2250000,2
740,4,1.0,160.0,Altındağ,2998500,7
741,4,4.0,125.0,Altındağ,4650000,8
742,3,1.0,110.0,Altındağ,3060000,7
743,4,7.0,135.0,Altındağ,5400000,8
744,4,4.0,140.0,Altındağ,3225000,0
745,5,6.0,130.0,Altındağ,2250000,8
746,5,2.0,180.0,Altındağ,5250000,0
747,3,3.0,85.0,Altındağ,2385000,8
748,4,1.0,130.0,Altındağ,3667500,0
749,4,1.0,135.0,Altındağ,3150000,0
750,4,1.0,130.0,Altındağ,2325000,0
751,3,3.0,119.0,Altındağ,2310000,5
752,4,7.0,159.0,Altındağ,5955000,0
754,4,6.0,159.0,Altındağ,5025000,0
755,3,1.0,93.0,Altındağ,1183500,5
756,3,1.0,98.0,Altındağ,1065000,5
757,4,1.0,160.0,Altındağ,5175000,0
758,4,2.0,159.0,Altındağ,5025000,7
759,3,2.0,87.0,Altındağ,1102499,5
761,5,10.0,150.0,Altındağ,2325000,6
762,4,2.0,180.0,Altındağ,2902500,8
763,4,3.0,130.0,Altındağ,2542500,8
764,5,2.0,155.0,Altındağ,4050000,0
765,4,-1.0,140.0,Altındağ,3000000,8
766,4,1.0,105.0,Altındağ,2775000,3
767,4,1.0,140.0,Altındağ,2325000,2
768,4,3.0,140.0,Altındağ,4665000,0
770,4,3.0,115.0,Altındağ,2325000,2
771,4,1.0,120.0,Altındağ,1620000,2
773,4,8.0,153.0,Altındağ,4680000,7
774,4,1.0,130.0,Altındağ,2887500,0
775,4,0.0,130.0,Altındağ,3450000,2
776,4,0.0,120.0,Altındağ,1858500,8
777,4,1.0,145.0,Altındağ,3750000,0
778,3,-1.0,100.0,Altındağ,1408500,2
779,4,3.0,135.0,Altındağ,2518500,6
780,4,1.0,125.0,Altındağ,2175000,8
781,4,2.0,120.0,Altındağ,2662500,7
782,4,-1.0,120.0,Altındağ,1747500,2
783,4,4.0,135.0,Altındağ,3375000,7
785,4,1.0,120.0,Altındağ,1873500,8
786,3,8.0,85.0,Altındağ,2280000,8
787,4,4.0,140.0,Altındağ,2730000,2
788,3,-1.0,110.0,Altındağ,1650000,8
789,3,-1.0,125.0,Altındağ,1890000,2
790,4,4.0,155.0,Altındağ,3300000,4
791,4,3.0,150.0,Altındağ,3150000,6
792,4,2.0,125.0,Altındağ,2325000,2
794,4,3.0,166.0,Altındağ,4297500,6
795,4,1.0,125.0,Altındağ,2098500,2
796,4,2.0,170.0,Altındağ,4725000,8
797,4,3.0,125.0,Altındağ,2473500,2
798,4,0.0,120.0,Altındağ,2325000,8
799,4,9.0,140.0,Altındağ,3223500,0
800,4,1.0,155.0,Altındağ,2850000,6
801,4,8.0,135.0,Altındağ,3420000,7
802,4,2.0,130.0,Altındağ,2475000,8
803,4,8.0,150.0,Altındağ,4275000,8
804,4,9.0,145.0,Altındağ,3075000,8
805,4,7.0,180.0,Altındağ,3825000,0
806,4,2.0,135.0,Altındağ,2400000,7
807,3,1.0,270.0,Altındağ,1305000,0
808,5,11.0,195.0,Altındağ,5685000,1
809,4,1.0,140.0,Altındağ,2848500,6
810,4,0.0,130.0,Altındağ,3600000,8
811,5,4.0,180.0,Altındağ,2970000,8
812,4,5.0,155.0,Altındağ,3825000,4
813,3,-1.0,95.0,Altındağ,1425000,2
814,4,10.0,145.0,Altındağ,3600000,8
815,6,3.0,250.0,Altındağ,5100000,0
816,6,6.0,260.0,Altındağ,6435000,8
817,4,2.0,115.0,Altındağ,1492500,5
818,5,8.0,190.0,Altındağ,6900000,8
819,4,3.0,145.0,Altındağ,2370000,8
820,4,1.0,135.0,Altındağ,2398500,8
821,4,2.0,130.0,Altındağ,2518500,8
822,4,2.0,130.0,Altındağ,4350000,0
823,4,1.0,135.0,Altındağ,3262500,0
824,4,3.0,130.0,Altındağ,2325000,8
825,4,2.0,166.0,Altındağ,3646125,6
826,5,11.0,170.0,Altındağ,5925000,0
827,4,9.0,160.0,Altındağ,5700000,0
828,3,0.0,75.0,Altındağ,3150000,5
829,3,1.0,90.0,Altındağ,1950000,8
830,5,6.0,145.0,Altındağ,2550000,6
831,4,2.0,130.0,Altındağ,3225000,0
832,5,7.0,170.0,Altındağ,5250000,0
833,4,2.0,150.0,Altındağ,3375000,0
834,4,11.0,170.0,Altındağ,3899250,4
836,4,1.0,135.0,Altındağ,2998500,8
838,4,1.0,128.0,Altındağ,2325000,2
839,3,1.0,85.0,Altındağ,2325000,8
840,5,3.0,155.0,Altındağ,3375000,8
841,4,7.0,120.0,Altındağ,2475000,8
842,3,-1.0,90.0,Altındağ,1275000,5
843,4,1.0,125.0,Altındağ,1995000,2
844,4,2.0,140.0,Altındağ,2985000,0
845,4,4.0,165.0,Altındağ,5625000,2
846,4,2.0,147.0,Altındağ,3975000,8
847,4,1.0,125.0,Altındağ,1875000,5
848,5,3.0,160.0,Altındağ,6000000,6
849,4,0.0,135.0,Altındağ,2475000,0
850,4,3.0,135.0,Altındağ,3225000,6
851,4,1.0,130.0,Altındağ,2698500,0
852,5,2.0,178.0,Altındağ,4942500,4
853,7,19.0,300.0,Altındağ,9750000,1
854,4,1.0,145.0,Altındağ,3375000,8
855,4,9.0,135.0,Altındağ,3292500,8
856,3,-1.0,105.0,Altındağ,1650000,8
857,4,2.0,130.0,Altındağ,3600000,1
858,7,4.0,170.0,Altındağ,3750000,0
859,4,2.0,145.0,Altındağ,3103500,7
860,3,0.0,100.0,Altındağ,1950000,8
861,4,-1.0,135.0,Altındağ,2062500,8
862,4,2.0,145.0,Altındağ,3217500,8
863,4,2.0,135.0,Altındağ,3600000,0
864,4,6.0,115.0,Altındağ,3150000,0
865,4,1.0,115.0,Altındağ,2323500,0
866,4,1.0,135.0,Altındağ,3298500,1
867,4,5.0,145.0,Altındağ,2850000,0
868,4,2.0,135.0,Altındağ,2428500,0
869,4,3.0,125.0,Altındağ,2623500,8
870,4,2.0,120.0,Altındağ,2655000,6
871,4,0.0,120.0,Altındağ,1950000,8
872,4,1.0,135.0,Altındağ,2473500,8
873,3,1.0,90.0,Altındağ,3000000,3
874,4,7.0,120.0,Altındağ,3375000,8
875,4,3.0,130.0,Altındağ,2767500,8
876,4,4.0,130.0,Altındağ,2624250,8
877,4,6.0,130.0,Altındağ,3375000,0
878,5,7.0,145.0,Altındağ,3525000,0
879,4,1.0,105.0,Altındağ,2773500,0
880,4,1.0,135.0,Altındağ,2473500,0
881,3,7.0,110.0,Altındağ,2917500,7
882,4,1.0,115.0,Altındağ,2323500,8
883,4,2.0,115.0,Altındağ,2775000,8
884,5,6.0,130.0,Altındağ,4012500,0
885,3,2.0,90.0,Altındağ,1230000,5
886,4,-1.0,90.0,Altındağ,1800000,5
887,5,4.0,145.0,Altındağ,2842500,8
888,3,1.0,95.0,Altındağ,1633500,2
889,4,1.0,115.0,Altındağ,2097000,2
890,4,2.0,125.0,Altındağ,3300000,0
891,4,3.0,130.0,Altındağ,2700000,2
892,4,1.0,150.0,Altındağ,2550000,7
893,4,4.0,120.0,Altındağ,3150000,0
894,3,0.0,120.0,Altındağ,2100000,7
895,4,2.0,125.0,Altındağ,2377500,7
896,4,1.0,150.0,Altındağ,2445000,8
897,4,1.0,110.0,Altındağ,2473500,8
898,4,4.0,135.0,Altındağ,3262500,7
900,4,2.0,125.0,Altındağ,2023500,8
902,4,1.0,135.0,Altındağ,3825000,0
903,4,1.0,135.0,Altındağ,3525000,0
904,4,2.0,125.0,Altındağ,2625000,2
905,4,4.0,165.0,Altındağ,3000000,8
906,3,1.0,110.0,Altındağ,2925000,7
908,4,5.0,125.0,Altındağ,3898500,7
909,5,3.0,185.0,Altındağ,3000000,7
910,4,4.0,115.0,Altındağ,2925000,8
911,4,5.0,135.0,Altındağ,3727500,0
912,4,0.0,125.0,Altındağ,1948500,8
913,4,5.0,135.0,Altındağ,3600000,0
914,4,1.0,115.0,Altındağ,2302500,8
915,4,1.0,115.0,Altındağ,3450000,6
916,4,9.0,125.0,Altındağ,2580000,8
917,4,3.0,125.0,Altındağ,2998500,8
918,5,1.0,160.0,Altındağ,3975000,6
919,4,3.0,115.0,Altındağ,1948500,8
920,4,2.0,135.0,Altındağ,2757000,8
921,4,2.0,135.0,Altındağ,2848500,7
922,3,4.0,125.0,Altındağ,3750000,7
923,4,3.0,135.0,Altındağ,2662500,7
924,4,1.0,105.0,Altındağ,2248500,8
925,4,1.0,125.0,Altındağ,2302500,8
926,5,2.0,135.0,Altındağ,2925000,0
927,4,0.0,115.0,Altındağ,2775000,0
928,3,-2.0,75.0,Altındağ,2175000,0
929,5,-2.0,135.0,Altındağ,1875000,8
930,4,3.0,115.0,Altındağ,2008500,2
931,3,1.0,110.0,Altındağ,1365000,5
932,3,2.0,95.0,Altındağ,1087500,3
933,4,2.0,140.0,Altındağ,3375000,0
934,4,3.0,131.0,Altındağ,2685000,0
935,4,9.0,145.0,Altındağ,4485000,0
936,4,2.0,141.0,Altındağ,3787500,8
937,4,2.0,170.0,Altındağ,3420000,0
938,5,-2.0,150.0,Altındağ,2025000,8
939,4,1.0,130.0,Altındağ,3298500,0
940,4,3.0,130.0,Altındağ,2550000,8
941,4,4.0,120.0,Altındağ,2475000,0
942,4,0.0,130.0,Altındağ,3450000,0
943,4,4.0,140.0,Altındağ,3150000,0
944,4,1.0,125.0,Altındağ,2250000,7
945,4,12.0,135.0,Altındağ,3750000,7
946,4,1.0,145.0,Altındağ,3300000,6
947,6,4.0,260.0,Altındağ,4425000,8
948,4,2.0,130.0,Altındağ,3300000,8
949,4,3.0,135.0,Altındağ,2475000,2
950,4,1.0,130.0,Altındağ,2235000,2
951,3,4.0,85.0,Altındağ,4800000,4
952,4,5.0,140.0,Altındağ,3300000,0
953,3,5.0,80.0,Altındağ,1350000,5
954,4,2.0,135.0,Altındağ,2325000,3
955,4,2.0,110.0,Altındağ,1500000,5
956,5,1.0,178.0,Altındağ,3690900,6
957,3,7.0,100.0,Altındağ,2248500,5
958,7,3.0,300.0,Altındağ,4462500,3
959,4,3.0,130.0,Altındağ,1965000,2
960,4,1.0,130.0,Altındağ,2625000,5
961,4,0.0,140.0,Altındağ,2250000,4
962,3,2.0,95.0,Altındağ,1087500,5
963,4,3.0,140.0,Altındağ,2175000,2
964,4,13.0,155.0,Altındağ,3450000,0
965,4,4.0,115.0,Altındağ,1873500,2
966,4,1.0,120.0,Altındağ,1500000,5
967,4,3.0,120.0,Altındağ,1500000,5
968,4,2.0,120.0,Altındağ,2250000,2
969,3,1.0,60.0,Altındağ,4125000,0
970,4,3.0,140.0,Altındağ,2698500,7
971,4,7.0,145.0,Altındağ,4050000,0
972,4,2.0,145.0,Altındağ,3525000,0
973,3,4.0,100.0,Altındağ,4050000,5
974,4,8.0,165.0,Altındağ,4237500,7
975,4,1.0,120.0,Altındağ,3150000,8
976,4,3.0,145.0,Altındağ,2632500,2
977,4,1.0,130.0,Altındağ,2325000,8
978,4,3.0,125.0,Altındağ,2992500,8
979,4,3.0,130.0,Altındağ,4350000,0
980,7,10.0,360.0,Altındağ,7425000,8
981,5,4.0,150.0,Altındağ,2542500,6
982,5,3.0,180.0,Altındağ,2970000,8
983,4,4.0,140.0,Altındağ,3448500,8
984,4,1.0,120.0,Altındağ,3750000,0
985,3,1.0,95.0,Altındağ,1875000,8
986,4,3.0,105.0,Altındağ,3975000,5
987,4,1.0,135.0,Altındağ,3750000,0
989,4,1.0,135.0,Altındağ,3300000,7
990,4,5.0,145.0,Altındağ,2475000,8
991,7,3.0,265.0,Altındağ,4387500,7
992,4,4.0,180.0,Altındağ,3450000,7
993,4,2.0,135.0,Altındağ,5925000,0
994,3,1.0,100.0,Altındağ,1320000,5
995,4,8.0,170.0,Altındağ,4200000,7
996,5,3.0,175.0,Altındağ,3150000,8
997,3,4.0,85.0,Altındağ,2325000,2
998,4,1.0,130.0,Altındağ,2700000,0
999,3,2.0,100.0,Altındağ,1485000,3
1000,4,1.0,135.0,Altındağ,2400000,6
1001,3,1.0,90.0,Altındağ,1875000,1
1002,4,6.0,150.0,Altındağ,3750000,0
1003,4,4.0,145.0,Altındağ,3300000,0
1004,4,6.0,160.0,Altındağ,3300000,6
1005,4,3.0,130.0,Altındağ,3000000,6
1006,4,1.0,130.0,Altındağ,4050000,8
1007,4,11.0,125.0,Altındağ,4425000,6
1008,4,8.0,185.0,Altındağ,6112500,7
1009,4,3.0,110.0,Altındağ,3000000,5
1010,4,-1.0,125.0,Altındağ,1650000,2
1011,4,2.0,155.0,Altındağ,4725000,1
1013,4,13.0,155.0,Altındağ,3000000,0
1014,4,-1.0,135.0,Altındağ,1875000,8
1015,4,6.0,145.0,Altındağ,4125000,7
1016,4,-2.0,120.0,Altındağ,1980000,2
1017,4,2.0,150.0,Altındağ,3450000,0
1018,4,0.0,110.0,Altındağ,2100000,7
1019,4,3.0,130.0,Altındağ,2400000,2
1020,4,4.0,145.0,Altındağ,3150000,8
1021,4,4.0,135.0,Altındağ,2625000,8
1022,4,3.0,130.0,Altındağ,3375000,4
1023,3,4.0,100.0,Altındağ,2385000,2
1024,3,4.0,80.0,Altındağ,2250000,5
1025,5,0.0,160.0,Altındağ,1350000,5
1026,3,9.0,120.0,Altındağ,1500000,5
1027,4,1.0,135.0,Altındağ,4950000,2
1028,4,13.0,180.0,Altındağ,3975000,0
1029,3,2.0,105.0,Altındağ,2250000,2
1030,7,3.0,240.0,Altındağ,4575000,8
1031,6,4.0,200.0,Altındağ,2700000,6
1032,3,2.0,85.0,Altındağ,2250000,5
1033,4,9.0,145.0,Altındağ,3750000,0
1034,6,3.0,250.0,Altındağ,5625000,8
1035,4,4.0,160.0,Altındağ,4500000,8
1036,4,2.0,125.0,Altındağ,2130000,8
1037,4,9.0,155.0,Altındağ,4200000,0
1038,4,5.0,150.0,Altındağ,2625000,2
1039,2,1.0,450.0,Ayaş,1123500,0
1040,3,1.0,150.0,Bala,9525000,7
1041,4,0.0,700.0,Bala,3600000,3
1042,4,2.0,225.0,Bala,7125000,5
1043,3,0.0,150.0,Beypazarı,1275000,4
1044,3,5.0,145.0,Beypazarı,1492500,7
1045,4,6.0,145.0,Beypazarı,2025000,8
1046,4,1.0,145.0,Beypazarı,1710000,8
1047,3,0.0,128.0,Çankaya,4050000,3
1048,4,2.0,120.0,Çankaya,3300000,5
1049,4,3.0,105.0,Çankaya,4447500,3
1050,5,12.0,185.0,Çankaya,10875000,8
1051,3,1.0,120.0,Çankaya,4200000,8
1052,5,3.0,260.0,Çankaya,7500000,2
1053,4,2.0,135.0,Çankaya,4492500,5
1054,3,1.0,85.0,Çankaya,2242500,5
1055,5,1.0,180.0,Çankaya,4042500,3
1056,4,2.0,110.0,Çankaya,2325000,5
1057,4,1.0,115.0,Çankaya,3300000,5
1058,3,2.0,110.0,Çankaya,3375000,5
1059,4,0.0,110.0,Çankaya,2325000,5
1060,4,0.0,125.0,Çankaya,3975000,5
1061,4,1.0,100.0,Çankaya,2077500,5
1062,4,11.0,120.0,Çankaya,5250000,5
1063,5,2.0,165.0,Çankaya,5775000,5
1064,4,1.0,145.0,Çankaya,5317500,2
1065,2,1.0,55.0,Çankaya,2775000,0
1066,4,3.0,130.0,Çankaya,6150000,5
1067,4,1.0,160.0,Çankaya,6375000,5
1068,4,1.0,120.0,Çankaya,5325000,5
1069,3,1.0,130.0,Çankaya,6937500,1
1070,3,3.0,115.0,Çankaya,4050000,5
1071,4,0.0,135.0,Çankaya,5400000,5
1072,3,1.0,80.0,Çankaya,2400000,5
1073,1,1.0,55.0,Çankaya,3150000,7
1074,4,1.0,125.0,Çankaya,5775000,5
1075,5,7.0,210.0,Çankaya,8325000,0
1076,5,11.0,210.0,Çankaya,8325000,0
1077,4,1.0,135.0,Çankaya,3975000,2
1078,4,1.0,110.0,Çankaya,5775000,5
1079,4,1.0,110.0,Çankaya,4950000,7
1080,4,1.0,110.0,Çankaya,3360000,4
1081,4,2.0,130.0,Çankaya,4275000,5
1082,3,3.0,110.0,Çankaya,4050000,5
1083,4,1.0,135.0,Çankaya,4125000,5
1084,4,2.0,120.0,Çankaya,5625000,5
1085,5,3.0,175.0,Çankaya,9450000,2
1086,6,5.0,250.0,Çankaya,4725000,2
1087,4,14.0,135.0,Çankaya,6750000,2
1088,5,1.0,180.0,Çankaya,9375000,8
1089,4,1.0,114.0,Çankaya,4125000,7
1090,4,12.0,120.0,Çankaya,7387500,6
1091,3,1.0,75.0,Çankaya,2250000,5
1092,4,2.0,125.0,Çankaya,3975000,3
1093,3,1.0,110.0,Çankaya,2775000,5
1094,4,11.0,127.0,Çankaya,11475000,6
1095,3,-1.0,95.0,Çankaya,3150000,1
1096,5,6.0,240.0,Çankaya,10125000,1
1097,4,3.0,130.0,Çankaya,4875000,5
1098,4,3.0,150.0,Çankaya,6375000,8
1099,4,1.0,130.0,Çankaya,4050000,2
1100,3,13.0,105.0,Çankaya,5475000,5
1101,5,1.0,160.0,Çankaya,4875000,2
1102,4,1.0,115.0,Çankaya,3525000,5
1103,5,3.0,180.0,Çankaya,9450000,2
1104,3,4.0,150.0,Çankaya,4950000,5
1105,4,1.0,125.0,Çankaya,4725000,5
1106,4,2.0,125.0,Çankaya,5775000,5
1107,4,1.0,110.0,Çankaya,3750000,5
1108,2,22.0,74.0,Çankaya,5625000,8
1109,3,1.0,105.0,Çankaya,7425000,5
1110,6,3.0,275.0,Çankaya,9750000,8
1111,4,1.0,130.0,Çankaya,4725000,5
1112,4,-2.0,115.0,Çankaya,2625000,5
1113,3,1.0,110.0,Çankaya,3900000,5
1114,4,2.0,120.0,Çankaya,4462500,5
1115,4,2.0,140.0,Çankaya,4875000,2
1117,4,2.0,140.0,Çankaya,5488500,5
1118,4,1.0,130.0,Çankaya,4200000,5
1119,4,3.0,122.0,Çankaya,4552500,3
1120,4,2.0,110.0,Çankaya,6525000,5
1121,4,4.0,120.0,Çankaya,3675000,5
1122,4,2.0,125.0,Çankaya,3750000,5
1123,4,1.0,125.0,Çankaya,4275000,5
1124,4,2.0,135.0,Çankaya,5775000,5
1125,2,-1.0,68.0,Çankaya,4275000,0
1126,4,1.0,110.0,Çankaya,7350000,0
1127,3,4.0,110.0,Çankaya,5625000,5
1128,5,3.0,160.0,Çankaya,12225000,4
1129,3,1.0,85.0,Çankaya,9375000,0
1130,4,1.0,130.0,Çankaya,4650000,5
1131,4,2.0,120.0,Çankaya,7500000,5
1132,4,3.0,115.0,Çankaya,4335000,5
1133,4,3.0,110.0,Çankaya,6150000,5
1134,4,3.0,145.0,Çankaya,6840000,3
1135,5,1.0,200.0,Çankaya,5955000,5
1136,4,-1.0,145.0,Çankaya,4275000,3
1137,4,1.0,120.0,Çankaya,4575000,2
1138,4,4.0,130.0,Çankaya,4875000,5
1139,5,3.0,170.0,Çankaya,9450000,3
1140,4,6.0,130.0,Çankaya,4950000,8
1141,5,3.0,150.0,Çankaya,8400000,0
1142,2,-1.0,70.0,Çankaya,4275000,0
1143,5,4.0,165.0,Çankaya,10425000,0
1144,4,2.0,137.0,Çankaya,4687500,5
1145,3,1.0,110.0,Çankaya,2325000,0
1146,5,1.0,170.0,Çankaya,10275000,2
1147,4,2.0,135.0,Çankaya,5385000,5
1148,4,2.0,130.0,Çankaya,6000000,2
1149,5,1.0,160.0,Çankaya,4695000,3
1150,4,0.0,115.0,Çankaya,5325000,0
1151,4,1.0,130.0,Çankaya,5833500,5
1152,3,1.0,80.0,Çankaya,2550000,5
1153,6,15.0,368.0,Çankaya,13125000,8
1154,4,10.0,230.0,Çankaya,11025000,8
1155,6,9.0,218.0,Çankaya,10875000,7
1156,4,4.0,124.0,Çankaya,9375000,0
1157,4,7.0,158.0,Çankaya,8700000,8
1158,4,1.0,130.0,Çankaya,5400000,3
1159,3,1.0,250.0,Çankaya,12375000,5
1160,4,1.0,150.0,Çankaya,5475000,5
1161,5,1.0,195.0,Çankaya,7800000,5
1162,4,1.0,155.0,Çankaya,7125000,5
1163,6,1.0,218.0,Çankaya,9450000,7
1164,4,-1.0,198.0,Çankaya,5175000,8
1165,4,0.0,140.0,Çankaya,5475000,5
1167,3,2.0,65.0,Çankaya,7125000,0
1168,4,-1.0,130.0,Çankaya,3750000,2
1169,4,1.0,125.0,Çankaya,2850000,5
1170,6,3.0,320.0,Çankaya,9600000,8
1171,4,3.0,95.0,Çankaya,7500000,0
1172,2,0.0,55.0,Çankaya,2400000,0
1173,4,1.0,125.0,Çankaya,4425000,5
1174,3,1.0,125.0,Çankaya,4875000,3
1175,4,4.0,135.0,Çankaya,5467500,5
1176,4,1.0,135.0,Çankaya,6375000,3
1177,4,4.0,150.0,Çankaya,4500000,5
1178,3,0.0,95.0,Çankaya,2880000,5
1179,3,1.0,100.0,Çankaya,3750000,5
1180,3,1.0,105.0,Çankaya,2925000,5
1181,5,3.0,225.0,Çankaya,6112500,3
1182,4,2.0,120.0,Çankaya,3525000,5
1183,4,4.0,150.0,Çankaya,5995500,5
1184,5,1.0,165.0,Çankaya,4800000,2
1185,4,1.0,140.0,Çankaya,4875000,5
1187,4,1.0,110.0,Çankaya,4200000,2
1188,4,2.0,110.0,Çankaya,2400000,5
1189,4,1.0,160.0,Çankaya,8025000,8
1190,3,2.0,110.0,Çankaya,2925000,2
1191,4,1.0,110.0,Çankaya,2475000,5
1193,4,3.0,120.0,Çankaya,3675000,5
1194,4,2.0,175.0,Çankaya,8775000,2
1195,4,-1.0,130.0,Çankaya,2835000,2
1196,5,5.0,195.0,Çankaya,11625000,8
1197,7,3.0,240.0,Çankaya,10500000,7
1199,4,1.0,120.0,Çankaya,5175000,5
1200,4,4.0,120.0,Çankaya,4500000,5
1201,4,2.0,130.0,Çankaya,5775000,5
1202,5,4.0,165.0,Çankaya,7875000,3
1203,4,1.0,120.0,Çankaya,3885000,5
1206,5,3.0,250.0,Çankaya,7500000,8
1207,3,3.0,80.0,Çankaya,3750000,5
1208,4,1.0,130.0,Çankaya,3885000,5
1209,3,1.0,130.0,Çankaya,4950000,7
1210,4,2.0,140.0,Çankaya,5025000,3
1211,3,0.0,100.0,Çankaya,2467500,5
1213,5,2.0,150.0,Çankaya,4950000,5
1214,4,2.0,90.0,Çankaya,4350000,5
1215,4,1.0,120.0,Çankaya,9900000,0
1216,2,-1.0,60.0,Çankaya,4275000,0
1217,4,12.0,130.0,Çankaya,7500000,8
1218,3,3.0,140.0,Çankaya,7125000,6
1219,4,8.0,120.0,Çankaya,10275000,6
1220,5,3.0,150.0,Çankaya,8850000,0
1221,4,4.0,110.0,Çankaya,5250000,5
1222,4,1.0,135.0,Çankaya,4950000,5
1223,4,4.0,100.0,Çankaya,2925000,5
1224,3,1.0,80.0,Çankaya,5625000,7
1225,2,1.0,80.0,Çankaya,3900000,8
1226,4,4.0,170.0,Çankaya,6375000,3
1227,4,2.0,139.0,Çankaya,10425000,6
1228,3,20.0,95.0,Çankaya,5625000,8
